,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,total_score
992,993,Charles,Thomas,charles.thomas.993@gslingacademy.com,male,True,2,False,18,Software Engineer,85,99,86,69,68,98,62,567
993,994,Oscar,Gonzalez,oscar.gonzalez.994@gslingacademy.com,male,False,1,True,47,Doctor,94,90,95,85,98,91,96,649
994,995,Sarah,Miller,sarah.miller.995@gslingacademy.com,female,False,2,False,4,Game Developer,81,71,83,63,80,79,83,540
995,996,Eric,Davis,eric.davis.996@gslingacademy.com,male,True,1,True,32,Software Engineer,97,87,95,67,98,93,89,626
996,997,Patrick,Martin,patrick.martin.997@gslingacademy.com,male,False,3,True,20,Accountant,100,79,72,98,87,76,76,588
997,998,Susan,Schmidt,susan.schmidt.998@gslingacademy.com,female,True,6,False,3,Business Owner,54,64,72,80,98,83,85,536
998,999,Brett,Bell,brett.bell.999@gslingacademy.com,male,True,5,False,19,Software Engineer,97,87,70,74,73,74,81,556
999,1000,Dennis,Summers,dennis.summers.1000@gslingacademy.com,male,False,1,True,5,Real Estate Developer,65,83,67,84,89,65,73,526
1000,1001,Brandon,Smith,brandon.smith.1001@gslingacademy.com,male,False,10,True,0,Business Owner,53,51,57,72,77,78,79,467
1001,1002,Nicole,Williams,nicole.williams.1002@gslingacademy.com,female,False,10,True,9,Real Estate Developer,82,74,80,88,92,96,95,607
1002,1003,Rachel,Frye,rachel.frye.1003@gslingacademy.com,female,False,10,False,4,Business Owner,93,90,79,54,53,99,79,547
1003,1004,Tyler,Cabrera,tyler.cabrera.1004@gslingacademy.com,male,False,3,False,22,Software Engineer,93,90,73,94,81,84,74,589
1004,1005,Maureen,Jones,maureen.jones.1005@gslingacademy.com,female,False,9,False,3,Business Owner,91,95,88,89,58,81,69,571
1005,1006,Pamela,Green,pamela.green.1006@gslingacademy.com,female,False,3,False,33,Scientist,99,91,85,100,84,77,98,634
1006,1007,Jeffery,Mcdonald,jeffery.mcdonald.1007@gslingacademy.com,male,False,0,False,13,Construction Engineer,87,63,81,85,62,98,81,557
1007,1008,Austin,Matthews,austin.matthews.1008@gslingacademy.com,male,False,0,False,19,Unknown,83,79,91,62,63,76,93,547
1008,1009,Jacqueline,Allen,jacqueline.allen.1009@gslingacademy.com,female,False,2,True,10,Real Estate Developer,59,73,90,74,95,77,81,549
1009,1010,Joanna,Dominguez,joanna.dominguez.1010@gslingacademy.com,female,True,2,False,29,Unknown,74,68,71,60,97,64,63,497
1010,1011,Brian,Griffin,brian.griffin.1011@gslingacademy.com,male,False,3,True,31,Lawyer,81,98,71,92,74,93,63,572
1011,1012,Dean,Lee,dean.lee.1012@gslingacademy.com,male,False,3,True,3,Game Developer,80,92,85,81,94,75,72,579
1012,1013,Denise,Rodriguez,denise.rodriguez.1013@gslingacademy.com,female,False,0,True,29,Banker,89,66,72,77,79,95,92,570
1013,1014,Brendan,Rivera,brendan.rivera.1014@gslingacademy.com,male,True,3,False,34,Unknown,65,78,82,65,100,92,64,546
1014,1015,Jackson,Smith,jackson.smith.1015@gslingacademy.com,male,True,10,False,4,Business Owner,94,61,60,77,75,93,60,520
1015,1016,Craig,Weber,craig.weber.1016@gslingacademy.com,male,False,3,False,34,Designer,93,70,80,67,77,80,91,558
1016,1017,Joseph,Carpenter,joseph.carpenter.1017@gslingacademy.com,male,False,2,False,30,Software Engineer,90,69,91,84,65,86,93,578
1017,1018,Sarah,Tucker,sarah.tucker.1018@gslingacademy.com,female,False,3,False,18,Unknown,67,60,87,73,92,82,70,531
1018,1019,Steven,Hernandez,steven.hernandez.1019@gslingacademy.com,male,False,3,False,32,Accountant,81,91,73,72,49,81,72,519
1019,1020,Robert,Foley,robert.foley.1020@gslingacademy.com,male,False,1,False,31,Software Engineer,95,71,88,96,82,65,80,577
1020,1021,Michael,Carr,michael.carr.1021@gslingacademy.com,male,False,10,False,0,Business Owner,67,50,93,86,66,73,85,520
1021,1022,Walter,Herrera,walter.herrera.1022@gslingacademy.com,male,False,7,False,3,Game Developer,83,69,99,88,87,81,68,575
1022,1023,Sarah,Mckinney,sarah.mckinney.1023@gslingacademy.com,female,False,3,True,5,Artist,87,96,67,64,67,81,90,552
1023,1024,Jacob,Nguyen,jacob.nguyen.1024@gslingacademy.com,male,False,3,True,24,Construction Engineer,82,71,84,68,74,64,73,516
1024,1025,Mary,Garza,mary.garza.1025@gslingacademy.com,female,False,4,False,27,Accountant,97,87,65,90,66,84,75,564
1025,1026,Jesse,Hawkins,jesse.hawkins.1026@gslingacademy.com,male,False,1,True,21,Software Engineer,88,67,77,89,97,70,71,559
1026,1027,Jordan,Boyd,jordan.boyd.1027@gslingacademy.com,female,False,4,False,32,Banker,91,94,81,61,61,82,73,543
1027,1028,Latoya,Mullins,latoya.mullins.1028@gslingacademy.com,female,True,7,False,5,Business Owner,77,60,83,65,81,80,88,534
1028,1029,Jill,Armstrong,jill.armstrong.1029@gslingacademy.com,female,False,7,False,7,Unknown,94,65,96,77,83,75,98,588
1029,1030,Aaron,Peterson,aaron.peterson.1030@gslingacademy.com,male,True,8,False,1,Business Owner,100,82,91,82,70,51,77,553
1030,1031,April,Greene,april.greene.1031@gslingacademy.com,female,False,3,False,22,Banker,96,75,79,72,69,94,64,549
1031,1032,Theodore,Gomez,theodore.gomez.1032@gslingacademy.com,male,False,5,True,15,Accountant,75,64,76,65,44,80,91,495
1032,1033,John,Gardner,john.gardner.1033@gslingacademy.com,male,False,1,False,12,Government Officer,94,84,85,63,67,89,66,548
1033,1034,Joseph,Petersen,joseph.petersen.1034@gslingacademy.com,male,False,3,True,21,Unknown,89,100,89,65,91,83,61,578
1034,1035,Matthew,Potter,matthew.potter.1035@gslingacademy.com,male,True,5,False,24,Stock Investor,100,80,74,87,77,95,92,605
1035,1036,Linda,Munoz,linda.munoz.1036@gslingacademy.com,female,False,7,False,18,Accountant,94,97,61,67,77,88,70,554
1036,1037,Samantha,Stewart,samantha.stewart.1037@gslingacademy.com,female,False,6,False,4,Government Officer,78,78,100,87,98,80,98,619
1037,1038,Michael,Reyes,michael.reyes.1038@gslingacademy.com,male,True,6,False,5,Business Owner,65,71,88,57,75,62,62,480
1038,1039,Sarah,Murphy,sarah.murphy.1039@gslingacademy.com,female,True,7,False,32,Writer,68,81,72,76,93,94,97,581
1039,1040,Derrick,Melton,derrick.melton.1040@gslingacademy.com,male,False,8,True,0,Artist,93,78,98,76,86,89,92,612
1040,1041,Donna,Horne,donna.horne.1041@gslingacademy.com,female,False,2,False,34,Scientist,100,64,95,83,83,94,83,602
1041,1042,Natasha,Butler,natasha.butler.1042@gslingacademy.com,female,False,5,False,28,Lawyer,85,99,64,78,63,95,91,575
1042,1043,David,Vasquez,david.vasquez.1043@gslingacademy.com,male,True,1,True,30,Doctor,80,93,82,89,94,95,70,603
1043,1044,Christopher,Lester,christopher.lester.1044@gslingacademy.com,male,False,8,False,31,Lawyer,97,80,60,98,86,83,75,579
1044,1045,Martin,Franco,martin.franco.1045@gslingacademy.com,male,False,3,True,33,Software Engineer,85,90,100,84,95,77,62,593
1045,1046,Katherine,Donaldson,katherine.donaldson.1046@gslingacademy.com,female,False,2,False,28,Banker,87,76,87,98,61,92,81,582
1046,1047,Harold,Daniels,harold.daniels.1047@gslingacademy.com,male,False,2,False,31,Banker,79,70,82,63,90,89,96,569
1047,1048,Michael,Anderson,michael.anderson.1048@gslingacademy.com,male,True,3,False,7,Government Officer,87,86,73,88,98,71,85,588
1048,1049,Nichole,Harrington,nichole.harrington.1049@gslingacademy.com,female,False,6,False,28,Lawyer,72,88,62,60,97,86,64,529
1049,1050,Wendy,Clark,wendy.clark.1050@gslingacademy.com,female,False,4,True,44,Doctor,89,99,93,99,87,89,98,654
1050,1051,Chelsea,Taylor,chelsea.taylor.1051@gslingacademy.com,female,True,0,False,13,Unknown,62,88,87,90,84,88,95,594
1051,1052,Jeffrey,Knight,jeffrey.knight.1052@gslingacademy.com,male,False,2,False,15,Banker,93,84,86,82,62,87,84,578
1052,1053,Katelyn,Watkins,katelyn.watkins.1053@gslingacademy.com,female,False,3,False,16,Accountant,75,97,97,83,74,74,74,574
1053,1054,Anne,Johnston,anne.johnston.1054@gslingacademy.com,female,False,1,False,18,Banker,75,66,61,69,68,96,63,498
1054,1055,Rebecca,Carpenter,rebecca.carpenter.1055@gslingacademy.com,female,False,1,False,28,Unknown,88,93,92,70,90,94,85,612
1055,1056,Ashley,Baker,ashley.baker.1056@gslingacademy.com,female,False,5,False,29,Lawyer,86,95,95,72,72,80,65,565
1056,1057,Lacey,Norris,lacey.norris.1057@gslingacademy.com,female,False,8,False,30,Lawyer,86,98,97,75,83,95,80,614
1057,1058,Angela,Moore,angela.moore.1058@gslingacademy.com,female,False,1,True,32,Software Engineer,99,95,88,68,91,62,75,578
1058,1059,Maria,Obrien,maria.obrien.1059@gslingacademy.com,female,False,0,False,19,Software Engineer,95,85,76,96,68,74,93,587
1059,1060,Rebecca,Larsen,rebecca.larsen.1060@gslingacademy.com,female,False,2,False,18,Software Engineer,92,72,61,93,86,97,79,580
1060,1061,Amanda,Rodriguez,amanda.rodriguez.1061@gslingacademy.com,female,False,5,False,23,Doctor,88,91,96,99,85,62,86,607
1061,1062,Patrick,Clark,patrick.clark.1062@gslingacademy.com,male,False,7,False,16,Banker,92,60,76,61,94,93,94,570
1062,1063,Janet,Morrison,janet.morrison.1063@gslingacademy.com,female,True,8,False,1,Business Owner,70,70,75,83,60,86,62,506
1063,1064,James,Acosta,james.acosta.1064@gslingacademy.com,male,True,1,False,35,Scientist,85,90,98,92,89,88,95,637
1064,1065,Richard,Burke,richard.burke.1065@gslingacademy.com,male,False,3,False,32,Unknown,79,78,69,80,72,71,88,537
1065,1066,Donald,Contreras,donald.contreras.1066@gslingacademy.com,male,False,0,False,31,Unknown,60,88,75,94,87,82,79,565
1066,1067,Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,male,False,10,False,0,Business Owner,63,86,89,87,67,73,80,545
1067,1068,Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,male,False,3,False,24,Banker,99,77,82,60,88,91,93,590
1068,1069,Natasha,Morales,natasha.morales.1069@gslingacademy.com,female,False,4,False,13,Accountant,93,61,71,82,43,94,88,532
1069,1070,David,Mendoza,david.mendoza.1070@gslingacademy.com,male,False,1,False,4,Unknown,63,72,92,82,84,82,60,535
1070,1071,Melissa,Wright,melissa.wright.1071@gslingacademy.com,female,False,1,False,1,Business Owner,81,86,84,78,63,86,73,551
1071,1072,Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,female,False,5,False,27,Unknown,60,61,66,82,100,76,79,524
1072,1073,Nancy,Walker,nancy.walker.1073@gslingacademy.com,female,True,7,False,4,Business Owner,68,50,68,53,58,87,74,458
1073,1074,Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,male,False,7,False,8,Stock Investor,89,97,65,75,61,60,60,507
1074,1075,Grant,Mason,grant.mason.1075@gslingacademy.com,male,False,1,True,35,Scientist,86,87,89,91,90,85,92,620
1075,1076,David,Mays,david.mays.1076@gslingacademy.com,male,False,2,True,7,Real Estate Developer,71,96,83,76,60,87,74,547
1076,1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,False,9,False,4,Business Owner,72,69,58,79,70,50,98,496
1077,1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,False,2,False,25,Unknown,74,67,90,69,83,89,68,540
1078,1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,False,2,False,28,Software Engineer,99,84,75,81,91,87,63,580
1079,1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,False,4,False,19,Stock Investor,99,78,74,95,72,65,91,574
1080,1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,False,2,False,16,Software Engineer,88,71,82,98,91,73,74,577
1081,1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,False,3,False,6,Unknown,65,72,77,89,74,76,61,514
1082,1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,True,5,False,4,Business Owner,90,99,87,81,90,80,92,619
1083,1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,False,9,False,34,Lawyer,91,88,79,60,82,96,83,579
1084,1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,True,3,False,31,Lawyer,86,92,66,66,100,99,91,600
1085,1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,False,2,False,27,Software Engineer,86,84,98,67,76,75,65,551
1086,1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,False,4,False,22,Software Engineer,92,91,85,94,69,80,71,582
1087,1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,False,3,True,25,Banker,90,97,64,64,61,81,93,550
1088,1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,False,3,False,19,Accountant,98,69,61,62,82,87,64,523
1089,1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,False,1,False,28,Lawyer,72,93,68,62,83,98,67,543
1090,1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,True,3,True,34,Scientist,77,93,83,84,83,84,71,575
1091,1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,False,10,False,5,Business Owner,75,52,84,70,81,99,85,546
1092,1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,True,1,False,34,Lawyer,94,82,83,76,83,93,94,605
1093,1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,False,7,False,34,Banker,75,88,71,62,90,78,95,559
1094,1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,False,0,False,19,Software Engineer,91,91,66,97,62,89,82,578
1095,1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,False,0,False,13,Accountant,75,64,100,63,98,71,73,544
1096,1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,False,3,False,18,Accountant,93,79,86,72,89,61,98,578
1097,1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,False,5,False,1,Game Developer,86,81,80,85,62,86,69,549
1098,1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,False,1,False,29,Unknown,92,61,96,79,97,89,78,592
1099,1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,False,5,False,34,Software Engineer,90,91,61,72,64,84,72,534
1100,1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,False,1,False,31,Scientist,92,78,96,91,82,98,100,637
1101,1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,False,2,False,14,Accountant,90,88,71,96,72,74,80,571
1102,1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,False,6,True,32,Lawyer,78,92,77,100,61,82,61,551
1103,1104,John,Klein,john.klein.1104@gslingacademy.com,male,False,10,False,5,Business Owner,82,58,58,91,91,55,98,533
1104,1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,False,5,False,33,Software Engineer,86,62,81,63,75,92,95,554
1105,1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,False,1,False,32,Scientist,83,63,93,94,93,90,78,594
1106,1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,False,0,False,11,Teacher,69,85,70,79,68,81,89,541
1107,1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,False,0,False,12,Banker,83,81,96,96,62,82,77,577
1108,1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,False,2,False,24,Banker,84,63,98,70,92,78,93,578
1109,1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,False,2,True,29,Banker,89,71,77,88,66,80,87,558
1110,1111,Diana,Long,diana.long.1111@gslingacademy.com,female,False,0,False,33,Accountant,77,99,73,83,71,82,80,565
1111,1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,False,0,False,13,Construction Engineer,94,88,98,64,99,98,96,637
1112,1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,False,3,False,10,Teacher,93,64,81,74,96,94,98,600
1113,1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,False,3,False,38,Doctor,92,88,90,94,88,92,96,640
1114,1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,False,2,False,5,Real Estate Developer,73,87,92,99,84,91,71,597
1115,1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,False,3,True,35,Unknown,90,87,100,98,91,98,96,660
1116,1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,True,10,False,1,Business Owner,87,58,85,82,100,87,91,590
1117,1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,False,2,False,21,Software Engineer,88,74,99,72,63,87,79,562
1118,1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,False,6,False,5,Unknown,88,99,71,85,82,94,90,609
1119,1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,True,1,True,15,Banker,96,87,64,88,64,92,77,568
1120,1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,False,3,False,28,Doctor,89,96,85,91,100,91,91,643
1121,1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,False,1,False,5,Real Estate Developer,58,77,69,83,94,70,97,548
1122,1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,False,2,False,35,Doctor,95,98,97,94,88,99,96,667
1123,1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,False,8,True,28,Banker,76,69,86,72,71,79,63,516
1124,1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,89,91,76,77,97,61,578
1125,1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,False,2,False,29,Unknown,60,65,86,66,61,99,89,526
1126,1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,False,10,False,3,Business Owner,70,61,83,52,81,97,69,513
1127,1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,False,6,False,35,Construction Engineer,90,86,99,94,100,89,85,643
1128,1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,False,2,False,29,Unknown,75,96,61,73,60,77,81,523
1129,1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,False,3,True,14,Accountant,96,100,96,87,83,81,95,638
1130,1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,False,2,False,11,Banker,88,98,81,61,62,96,60,546
1131,1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,False,2,True,1,Game Developer,99,60,87,94,71,93,93,597
1132,1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,False,4,False,14,Teacher,86,99,64,88,84,95,97,613
1133,1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,False,4,True,11,Designer,96,61,85,87,83,80,79,571
1134,1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,False,3,False,28,Lawyer,87,99,70,81,62,90,91,580
1135,1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,False,6,False,18,Software Engineer,89,90,96,97,87,84,63,606
1136,1137,Julia,Day,julia.day.1137@gslingacademy.com,female,False,1,False,31,Writer,77,98,67,67,80,90,66,545
1137,1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,True,6,False,2,Business Owner,57,71,51,59,84,74,68,464
1138,1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,False,0,False,32,Accountant,88,93,91,92,53,65,88,570
1139,1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,False,3,False,3,Real Estate Developer,56,75,78,82,98,99,81,569
1140,1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,True,1,False,33,Accountant,94,79,64,79,96,98,93,603
1141,1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,False,3,False,4,Business Owner,57,71,76,59,58,84,73,478
1142,1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,True,4,False,0,Business Owner,81,86,68,65,87,78,82,547
1143,1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,False,2,False,10,Stock Investor,96,83,64,84,98,79,99,603
1144,1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,False,8,False,11,Banker,97,66,76,80,81,82,64,546
1145,1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,False,3,False,5,Game Developer,86,76,92,86,75,67,79,561
1146,1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,False,4,False,33,Doctor,94,74,95,82,100,63,97,605
1147,1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,False,2,True,29,Software Engineer,88,83,94,80,97,95,78,615
1148,1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,False,3,False,26,Unknown,84,74,74,67,72,99,65,535
1149,1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,male,False,1,False,25,Stock Investor,85,82,88,62,71,71,75,534
1150,1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,male,False,2,True,30,Unknown,78,89,95,71,68,71,69,541
1151,1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,male,False,2,False,13,Unknown,86,66,77,74,84,72,95,554
1152,1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,female,False,1,False,25,Software Engineer,99,98,80,83,89,68,61,578
1153,1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,female,False,0,False,15,Teacher,67,64,99,84,100,81,78,573
1154,1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,male,False,6,False,10,Banker,84,94,60,83,97,75,97,590
1155,1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,female,True,3,True,0,Artist,72,62,96,95,97,71,83,576
1156,1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,male,True,1,False,17,Designer,74,88,99,92,93,85,81,612
1157,1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,female,True,5,False,4,Business Owner,74,74,83,52,70,87,95,535
1158,1159,Robert,Ross,robert.ross.1159@gslingacademy.com,male,False,3,False,32,Lawyer,91,92,64,69,82,94,61,553
1159,1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,female,False,5,False,34,Accountant,77,66,94,77,49,83,64,510
1160,1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,female,False,7,False,8,Government Officer,87,90,91,60,95,67,62,552
1161,1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,female,False,1,True,3,Unknown,60,70,61,63,61,71,73,459
1162,1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,male,False,1,True,3,Business Owner,92,84,86,80,73,97,88,600
1163,1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,female,True,9,False,4,Business Owner,71,89,63,50,63,64,69,469
1164,1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,female,False,1,False,2,Artist,62,100,91,75,99,76,78,581
1165,1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,male,False,0,False,0,Real Estate Developer,100,85,81,91,75,64,83,579
1166,1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,male,False,5,True,3,Game Developer,94,65,100,77,66,96,68,566
1167,1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,female,False,4,False,4,Artist,98,80,66,94,86,72,86,582
1168,1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,male,False,3,False,21,Construction Engineer,94,81,88,81,71,92,73,580
1169,1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,male,False,3,False,4,Game Developer,92,69,93,67,79,84,69,553
1170,1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,male,False,5,True,1,Business Owner,50,87,93,84,86,73,74,547
1171,1172,Angel,Green,angel.green.1172@gslingacademy.com,female,False,7,False,49,Doctor,99,98,94,96,95,88,92,662
1172,1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,female,False,3,False,12,Teacher,70,68,89,60,79,85,66,517
1173,1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,female,False,6,False,9,Government Officer,92,93,86,61,78,80,62,552
1174,1175,Terry,Dean,terry.dean.1175@gslingacademy.com,male,True,1,False,20,Banker,82,70,86,66,97,93,91,585
1175,1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,male,False,7,True,16,Construction Engineer,83,73,82,62,92,68,76,536
1176,1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,male,False,1,False,13,Stock Investor,84,85,64,74,79,92,64,542
1177,1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,male,False,0,False,30,Unknown,60,71,91,83,93,88,97,583
1178,1179,Scott,Tate,scott.tate.1179@gslingacademy.com,male,False,3,False,7,Unknown,67,60,99,60,82,81,63,512
1179,1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,female,False,3,False,38,Doctor,96,92,93,91,88,90,88,638
1180,1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,female,False,4,False,7,Stock Investor,97,63,61,77,74,94,61,527
1181,1182,Brent,Burton,brent.burton.1182@gslingacademy.com,male,False,1,False,8,Unknown,89,62,79,60,93,77,73,533
1182,1183,Victor,Bright,victor.bright.1183@gslingacademy.com,male,False,0,False,8,Real Estate Developer,68,95,62,65,70,65,64,489
1183,1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,male,False,9,True,11,Construction Engineer,82,85,94,75,97,98,76,607
1184,1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,female,False,3,True,30,Software Engineer,85,78,99,81,60,83,75,561
1185,1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,female,False,3,True,11,Unknown,86,66,84,86,74,91,66,553
1186,1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,male,False,2,False,35,Accountant,87,86,89,94,93,91,88,628
1187,1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,female,False,7,False,4,Business Owner,98,81,58,78,91,74,75,555
1188,1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,female,False,9,True,6,Real Estate Developer,91,94,75,86,84,67,97,594
1189,1190,Hector,Cox,hector.cox.1190@gslingacademy.com,male,False,1,False,33,Doctor,100,90,89,91,86,75,72,603
1190,1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,female,False,1,False,1,Real Estate Developer,50,60,70,75,100,62,100,517
1191,1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,male,False,3,False,11,Designer,75,92,70,62,87,87,98,571
1192,1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,female,False,7,False,21,Stock Investor,86,62,81,63,92,75,79,538
1193,1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,male,False,3,False,24,Banker,80,66,67,72,78,99,67,529
1194,1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,male,False,7,False,4,Business Owner,56,66,92,74,79,80,68,515
1195,1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,male,False,1,False,1,Game Developer,91,72,85,78,92,82,85,585
1196,1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,male,False,1,True,12,Construction Engineer,94,65,90,79,97,76,75,576
1197,1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,male,False,7,False,28,Construction Engineer,81,82,99,86,88,60,89,585
1198,1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,male,False,2,False,20,Accountant,94,82,91,94,100,99,69,629
1199,1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,female,False,3,False,35,Doctor,99,89,93,87,86,90,96,640
